#{"t_start": 1778690490.875457, "env_id": "None"}
r,l,t
-2.5399754,1000,111.942008
-2.2733452,1000,112.453217
-2.4378257,1000,112.590182
-2.0728123,1000,113.100587
-2.3882048,1000,113.239017
-2.1913304,1000,113.748976
-2.118324,1000,113.886048
-2.4630554,1000,114.394722
-1.9076998,1000,114.531692
-2.216545,1000,115.075006
-2.38131,1000,115.218313
-2.5490618,1000,115.754294
-2.385894,1000,115.899416
-2.3621314,1000,116.425766
-2.0486908,1000,116.564459
-2.7064857,1000,117.085745
-1.8113133,1000,117.229949
-2.4310272,1000,117.767062
-2.2469964,1000,117.913082
-2.3690941,1000,118.460861
-2.6304307,1000,118.610291
-2.4135146,1000,119.169447
-2.619204,1000,119.30828
-3.12899,1000,119.845882
-1.9833663,1000,119.988176
-2.2377725,1000,120.517405
-2.0118928,1000,120.661558
-2.6441898,1000,121.205018
-2.4278283,1000,121.350672
-2.328058,1000,121.490845
-1.8613172,1000,122.070381
-1.9131935,1000,122.21291
-2.3670976,1000,122.738241
-1.8934062,1000,122.885427
-2.9621973,1000,123.401604
-2.3503702,1000,123.539507
-2.2763226,1000,124.100847
-2.1901321,1000,124.252275
-2.8155172,1000,124.780178
-2.523559,1000,124.925581
-2.6646852,1000,125.452181
-2.01184,1000,125.58989
-2.0549822,1000,126.168177
-2.4261537,1000,126.314767
-2.3625674,1000,126.862611
-2.2730207,1000,127.001425
-2.6274896,1000,127.530874
-2.0553658,1000,127.679995
-2.0730984,1000,128.250717
-1.9673538,1000,128.398721
-2.6181374,1000,128.943824
-2.4453099,1000,129.086942
-2.200992,1000,129.629079
-2.1207001,1000,129.781649
-2.3236513,1000,130.347009
-2.196209,1000,130.506023
-1.9443402,1000,131.083393
-2.284309,1000,131.24116
-1.8916795,1000,131.880733
-2.0083504,1000,132.042348
-2.0754142,1000,132.689416
-2.650744,1000,132.834904
-2.209819,1000,133.43171
-2.434006,1000,133.588149
-2.2194126,1000,134.3007
-2.0673664,1000,134.453058
-2.3543925,1000,135.015688
-2.6813884,1000,135.157011
-2.2912364,1000,135.709002
-1.9543562,1000,135.850571
-2.447967,1000,136.363731
-2.5189977,1000,136.503192
-2.0601258,1000,136.642748
-2.600578,1000,137.15105
-1.9338763,1000,137.293432
-1.7914983,1000,137.862962
-2.1220586,1000,138.005104
-2.0556164,1000,138.576074
-2.1708472,1000,138.720568
-2.01718,1000,139.247823
-2.588852,1000,139.390846
-2.4890103,1000,139.924964
-2.214167,1000,140.064774
-2.780918,1000,140.575796
-2.6942263,1000,140.715551
-2.3953032,1000,141.223052
-2.4296148,1000,141.36091
-2.4548671,1000,141.91195
-2.3421302,1000,142.053342
-2.3526826,1000,142.571973
-2.0718844,1000,142.712273
-2.174063,1000,143.218809
-1.8009244,1000,143.358346
-2.0355258,1000,143.869983
-1.684871,1000,144.039796
-1.8356394,1000,144.617953
-1.884415,1000,144.760741
-2.3276343,1000,145.327167
-1.899557,1000,145.473544
-2.2620904,1000,146.005064
-2.4207423,1000,146.14347
-1.7648472,1000,146.654636
-1.9999355,1000,146.799114
-2.1645415,1000,147.333777
-2.4240875,1000,147.473083
-1.7862206,1000,147.991053
-1.8900857,1000,148.129105
-2.5096557,1000,148.663836
-2.397294,1000,148.803298
-1.7636025,1000,149.314305
-2.0449507,1000,149.452826
-1.8912736,1000,149.974385
-2.4847066,1000,150.113503
-1.9417137,1000,150.628593
-2.2693205,1000,150.768978
-2.1190686,1000,150.906901
-1.9205766,1000,151.415315
-1.866725,1000,151.550841
-1.9258823,1000,152.060445
-2.3824196,1000,152.268264
-2.6895459,1000,152.865324
-2.4537632,1000,153.019413
-1.8224463,1000,153.710985
-2.260599,1000,153.861947
-2.153952,1000,154.392737
-1.7995586,1000,154.539792
-2.406541,1000,155.077001
-1.9956933,1000,155.217106
-1.9704303,1000,155.771988
-2.2757337,1000,155.915601
-2.386371,1000,156.460471
-2.2055836,1000,156.605627
-1.86906,1000,157.136087
-2.0391946,1000,157.280901
-2.5211718,1000,157.796479
-2.312541,1000,157.932665
-2.2308736,1000,158.439723
-2.4686024,1000,158.575439
-2.0722694,1000,159.109384
-2.0923173,1000,159.250945
-2.0514588,1000,159.775287
-2.2706618,1000,159.916896
-2.0480764,1000,160.435488
-1.8919392,1000,160.580152
-1.9052826,1000,161.091355
-1.7567537,1000,161.235394
-2.3006792,1000,161.77015
-1.7218193,1000,161.910183
-2.045008,1000,162.450804
-2.0953367,1000,162.589342
-2.4917483,1000,163.110688
-1.9239376,1000,163.252
-2.081508,1000,163.77674
-1.8781426,1000,163.916181
-1.9849999,1000,164.428547
-2.026263,1000,164.567347
-2.5968304,1000,165.084091
-2.5177653,1000,165.223061
-2.3813467,1000,165.364528
-1.704896,1000,165.892777
-2.1550624,1000,166.035885
-1.9949648,1000,166.556735
-2.3231876,1000,166.69631
-2.1504295,1000,167.205411
-2.0747879,1000,167.341183
-1.7376626,1000,167.874193
-2.1706347,1000,168.013643
-1.9796675,1000,168.531221
-1.7799903,1000,168.672479
-1.881245,1000,169.236182
-2.1762352,1000,169.378366
-2.570009,1000,169.973912
-1.7431029,1000,170.114906
-2.0856154,1000,170.6369
-2.3637648,1000,170.784973
-2.179071,1000,171.317366
-2.0622716,1000,171.45583
-2.8536465,1000,171.999691
-2.578229,1000,172.139719
-3.1927564,1000,172.681865
-1.9849066,1000,172.826576
-2.0921032,1000,173.354075
-2.2919207,1000,173.495091
-2.2419143,1000,174.009777
-2.3305619,1000,174.147734
-2.5547016,1000,174.667776
-2.6599572,1000,174.803021
-2.0187864,1000,175.332132
-2.2900393,1000,175.476733
