#{"t_start": 1778693715.6052082, "env_id": "None"}
r,l,t
-2.4425528,1000,123.230545
-2.6693525,1000,123.756136
-2.7677193,1000,123.896098
-5.1430993,1000,124.397015
-2.62311,1000,124.534429
-8.6855955,1000,125.043308
-5.992099,1000,125.179194
-1.9470843,1000,125.683584
-3.9650068,1000,125.819701
-3.6696944,1000,126.324953
-3.7808394,1000,126.460935
-0.82342064,1000,126.96698
-6.429503,1000,127.105258
-2.78276,1000,127.636083
-1.4919896,1000,127.774901
-9.650463,1000,128.280329
-2.813898,1000,128.415841
-2.984772,1000,128.924387
-9.214418,1000,129.065602
-5.0685654,1000,129.564583
-2.214481,1000,129.700146
-3.695079,1000,129.835308
-5.543125,1000,130.337223
-4.4212766,1000,130.475336
-4.2258115,1000,130.979563
-1.5298141,1000,131.116385
-2.18788,1000,131.617024
-1.8193638,1000,131.751424
-0.962639,1000,132.255824
-2.674851,1000,132.391746
-5.05733,1000,132.94975
-1.6257279,1000,133.090523
-3.9342263,1000,133.601811
-6.1802025,1000,133.742936
-4.297986,1000,134.261361
-3.956439,1000,134.402339
-3.0821903,1000,134.950885
-3.6520224,1000,135.087152
-3.7529075,1000,135.590364
-3.8816724,1000,135.725319
-4.0737095,1000,136.236286
-3.1174235,1000,136.372183
-6.271549,1000,136.876549
-5.876878,1000,137.01514
-3.4204433,1000,137.517426
-7.4096813,1000,137.672142
-2.643451,1000,138.185246
-8.0386915,1000,138.318561
-3.2432683,1000,138.823076
-4.0754437,1000,138.962993
-5.647279,1000,139.46423
-2.5389185,1000,139.600058
-4.4605083,1000,140.205475
-1.4158102,1000,140.353713
-1.8879797,1000,140.88703
-6.6254835,1000,141.050003
-5.61728,1000,141.613306
-0.9266987,1000,141.754427
-2.639138,1000,142.294886
-10.480153,1000,142.446332
-1.1619003,1000,143.051679
-7.1617165,1000,143.199402
-2.0505311,1000,143.707887
-4.5079155,1000,143.845379
-5.811387,1000,143.986399
-7.556285,1000,144.491261
-5.6253247,1000,144.632801
-2.7879918,1000,145.15375
-1.3646464,1000,145.288091
-2.273437,1000,145.789127
-2.908861,1000,145.92778
-1.1062633,1000,146.429665
-7.2119164,1000,146.566545
-10.550823,1000,147.070972
-2.2883723,1000,147.207001
-1.6416401,1000,147.722115
-0.7444351,1000,147.866184
-2.8012767,1000,148.392988
-1.0804766,1000,148.535805
-3.120125,1000,149.088038
-0.9770994,1000,149.228033
-2.0350459,1000,149.757188
-4.7161865,1000,149.894538
-4.651459,1000,150.41718
-6.779914,1000,150.559297
-1.8994056,1000,151.074114
-2.3593023,1000,151.209083
-3.2589169,1000,151.731575
-2.5016994,1000,151.866356
-3.105712,1000,152.374108
-5.5307426,1000,152.511458
-3.0781207,1000,153.014614
-1.1640548,1000,153.148326
-3.9677908,1000,153.648623
-4.9815483,1000,153.782248
-2.2917736,1000,154.285619
-1.6613868,1000,154.419739
-3.9638808,1000,154.923091
-0.70914596,1000,155.058485
-6.3272567,1000,155.56267
-5.8201914,1000,155.697964
-9.449853,1000,156.207062
-2.172678,1000,156.348403
-1.3253374,1000,156.852216
-4.0010986,1000,156.994081
-6.802397,1000,157.133387
-1.0955669,1000,157.640303
-4.625418,1000,157.774173
-6.703489,1000,158.281683
-1.8639348,1000,158.442707
-1.7110122,1000,158.946069
-2.5177355,1000,159.082339
-4.077476,1000,159.581057
-7.760439,1000,159.716569
-4.018756,1000,160.218046
-1.5110025,1000,160.354349
-2.3915048,1000,160.854033
-2.1588447,1000,160.991449
-2.347882,1000,161.508304
-3.0316143,1000,161.642939
