step,theta,theta_dot,wind,wave,action,reward
0,-0.048685118556022644,0.06304306536912918,1.079824447631836,0.4576663374900818,0.08959271013736725,-0.0045581257854971306
1,-0.045532964169979095,0.07384265214204788,-0.19525370001792908,0.3095226287841797,0.12043336778879166,-0.005162224564059119
2,-0.04184083268046379,0.072378970682621,0.16872639954090118,-0.22152914106845856,-0.015697970986366272,-0.004376173654606832
3,-0.03822188451886177,0.08888152241706848,0.5865404605865479,-0.12422262132167816,-0.31767717003822327,-0.00793384453252037
4,-0.03377780690789223,0.05965478718280792,-0.19729433953762054,-0.31685870885849,-0.16654741764068604,-0.003613738265433062
5,-0.03079506754875183,0.06886180490255356,0.2729748487472534,-0.03967922180891037,-0.13998915255069733,-0.0038092343714352275
6,-0.027351977303624153,0.07305309921503067,0.32717323303222656,-0.24287427961826324,-0.024469509720802307,-0.0034314772601468655
7,-0.02369932271540165,0.054330311715602875,0.07609670609235764,-0.3569096028804779,-0.19628852605819702,-0.003000778885872385
8,-0.020982807502150536,0.07689400017261505,0.5048789978027344,0.07521403580904007,-0.2744060158729553,-0.005279088631634928
9,-0.017138106748461723,0.09006116539239883,0.19834260642528534,0.16420157253742218,-0.18445611000061035,-0.005199822995639746
10,-0.012635048478841782,0.07090025395154953,-0.6064544916152954,0.3132723867893219,-0.14142529666423798,-0.0031730955181766326
11,-0.009090036153793335,0.09373209625482559,1.2340216636657715,-0.6553770303726196,-0.21102046966552734,-0.005588722905792775
12,-0.004403431434184313,0.0013071787543594837,-1.0376468896865845,-0.6019325852394104,-0.3513758182525635,-0.003106868707114773
13,-0.0043380726128816605,0.025301337242126465,0.5048753619194031,0.05148626118898392,-0.16485995054244995,-0.0010183678033658641
14,-0.0030730057042092085,0.07223670929670334,0.6470054388046265,0.2889723479747772,0.01774635538458824,-0.0026263877424293433
15,0.0005388297722674906,0.07977033406496048,0.12634308636188507,0.1136152595281601,-0.11555399000644684,-0.0035157615872444398
16,0.004527346696704626,0.08603109419345856,-0.1018562987446785,0.34738409519195557,-0.1592383086681366,-0.004355092498085268
17,0.008828901685774326,0.03446387127041817,-0.6778295636177063,-0.1687435358762741,-0.26992955803871155,-0.002493377877292072
18,0.010552095249295235,0.06853382289409637,0.1457633078098297,0.7205683588981628,-0.3089146912097931,-0.004845496277815822
19,0.013978786766529083,0.011799457482993603,-0.4586784839630127,-0.431624174118042,-0.38857921957969666,-0.004039865309429242
20,0.014568760059773922,0.008397400379180908,-0.3379723131656647,0.3877088725566864,-0.1818195879459381,-0.0010739659882899304
21,0.014988630078732967,0.02794802188873291,-0.1410033106803894,0.5297387838363647,0.05665750801563263,-0.0006954568077168131
22,0.016386032104492188,-0.012035232037305832,-1.1235177516937256,0.451409250497818,-0.18219932913780212,-0.0011708403087018226
