step,theta,theta_dot,wind,wave,action,reward
0,0.05448560044169426,-0.05083496868610382,-0.5853105783462524,-0.26043590903282166,0.06084185093641281,-0.00435332099183192
1,0.05194385349750519,-0.05873609334230423,0.03885212168097496,-0.06324851512908936,-0.15463031828403473,-0.005020891416080116
2,0.049007050693035126,-0.05346124246716499,-0.004040347412228584,-0.170608788728714,0.6573877334594727,-0.014634708906452503
3,0.04633398726582527,-0.03138914704322815,0.2653194069862366,0.15555839240550995,0.13468815386295319,-0.0030930002532867057
4,0.044764529913663864,-0.007218076381832361,0.021809209138154984,0.22544823586940765,0.5799407362937927,-0.010438194892691197
5,0.04440362751483917,-0.025973161682486534,0.14275279641151428,-0.17185848951339722,-0.5649164915084839,-0.010287250615931904
6,0.04310496896505356,-0.028739698231220245,0.11362523585557938,-0.19177651405334473,0.15287886559963226,-0.002855322179065418
7,0.04166798293590546,-0.024094317108392715,0.2670350968837738,-0.00998518243432045,-0.22770936787128448,-0.003322777861997507
8,0.040463268756866455,-0.03813163936138153,-0.05145870894193649,-0.1361859142780304,-0.08529400825500488,-0.002546163625515429
9,0.03855668753385544,-0.01411940436810255,0.37126240134239197,-0.030905896797776222,0.36303454637527466,-0.004881148936022345
10,0.037850718945264816,-0.028539447113871574,-0.1234983429312706,-0.07042670994997025,-0.08740092068910599,-0.0020308998330840645
11,0.03642374649643898,-0.018618296831846237,0.16519275307655334,0.07308880984783173,0.00529557466506958,-0.0015007108861667445
12,0.035492829978466034,-0.014830905944108963,0.12981978058815002,0.0861641988158226,-0.18981939554214478,-0.002270504059597599
13,0.0347512848675251,0.011580096557736397,0.6489942669868469,-0.08128300309181213,0.012665119022130966,-0.0012787112329312774
14,0.035330288112163544,-0.013950956054031849,-0.1466728150844574,-0.16275455057621002,-0.28655344247817993,-0.0033983658485213664
15,0.034632738679647446,-0.0035462358500808477,0.19229382276535034,0.2257944643497467,-0.32794785499572754,-0.0038944594856734514
16,0.034455426037311554,-0.006818732246756554,-0.026184236630797386,-0.16803129017353058,0.35788318514823914,-0.0044124333527738755
17,0.03411449119448662,-0.016020553186535835,-0.2388443648815155,0.13011856377124786,-0.05407366901636124,-0.0013652264895759945
18,0.03331346437335014,-0.0076837665401399136,0.23197625577449799,0.10863085091114044,-0.2614198327064514,-0.0028478152118493697
19,0.032929275184869766,-0.022566169500350952,-0.19015291333198547,0.046432264149188995,-0.21559816598892212,-0.0025010174360245926
20,0.03180096670985222,-0.02511492185294628,0.04500574246048927,0.04373772069811821,-0.2032153308391571,-0.002359092881015931
21,0.030545219779014587,-0.003186841495335102,0.2719286382198334,0.044719111174345016,0.3141157031059265,-0.0034048053556098353
22,0.030385877937078476,0.0009378043469041586,0.21467407047748566,0.013515814207494259,-0.20294511318206787,-0.001953409276487795
23,0.030432768166065216,-0.001093059778213501,0.09823582321405411,0.12625764310359955,-0.4381260573863983,-0.005725611821431083
24,0.03037811443209648,-0.03570860996842384,-0.42514675855636597,-0.06393424421548843,-0.31625473499298096,-0.004060808685656928
25,0.028592683374881744,-0.05396914482116699,-0.12861180305480957,-0.12777556478977203,-0.16222089529037476,-0.002931766297256366
26,0.025894226506352425,-0.04595912620425224,-0.06954267621040344,0.2989882528781891,-0.10668155550956726,-0.002011155481406543
27,0.023596270009875298,-0.036466334015131,-0.24624933302402496,0.19365566968917847,0.5166226029396057,-0.007894153540688599
28,0.021772952750325203,-0.06761444360017776,-0.4908609390258789,-0.06697700917720795,-0.09592616558074951,-0.002989963943641208
29,0.018392231315374374,-0.053630199283361435,0.0633259192109108,0.11724446713924408,0.19593334197998047,-0.0027361202442872327
30,0.015710720792412758,-0.026748687028884888,0.22836796939373016,0.15866944193840027,0.3027321696281433,-0.002895742039571104
31,0.014373286627233028,-0.026283415034413338,-0.08911751955747604,-0.09247035533189774,0.4021701514720917,-0.004595521060817803
32,0.013059115968644619,-0.023818958550691605,0.27339276671409607,-0.038260865956544876,-0.35484907031059265,-0.0036021584537101604
33,0.011868167668581009,-0.04607045650482178,-0.3662059009075165,-0.2266574501991272,0.31102514266967773,-0.003620512887608187
